R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,country,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,red_win,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_Switch ,B_Stance_unknown
Ion Cutelaba,Jared Cannonier,-230.0,190.0,43.4783,190.0,2016-12-03, USA,False,Light Heavyweight,MALE,3,0,1,0,18.5,0.645,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,180.34,195.58,185,0,1,0,56.5,0.255,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,185.42,190.5,205,22,32,0,0,0,0,0,-4,0,1,0,-5.08,5.08,-10,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,425.0,525.0,475.0,850.0,140.0,425.0,0,False,True,False,False,False,True,False,False
Sara McMann,Alexis Davis,-155.0,135.0,64.5161,135.0,2016-12-03, USA,False,Women's Bantamweight,FEMALE,3,0,1,0,36.6,0.404,0.8,0.8,0.398,3,1,12,1,0,1,2,0,1,0,4,167.64,172.72,125,0,1,0,19.5,0.478,0.1667,1.6667,0.408,1,3,12,1,0,1,1,1,0,0,3,167.64,167.64,135,36,32,0,0,2,1,2,0,0,-1,1,0.0,5.08,4,17.1,0.6333,-0.8667,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Arm Triangle,2.0,2:52,472.0,100.0,325.0,850.0,525.0,600.0,750.0,1,True,False,False,True,False,False,False,False
Brandon Moreno,Ryan Benoit,-190.0,165.0,52.6316,165.0,2016-12-03, USA,False,Flyweight,MALE,3,0,1,0,19.5,0.32,0.25,0.25,0.25,1,2,8,0,0,1,0,1,0,0,2,165.1,172.72,125,0,1,0,8.0,0.72,2.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,170.18,177.8,125,22,27,0,0,0,1,-2,7,0,1,-1,-5.08,-5.08,-5,11.5,-1.75,-0.75,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,unknown,3.0,5:00,900.0,348.0,318.0,175.0,1000.0,879.0,400.0,1,True,False,False,True,False,False,False,False
Gray Maynard,Ryan Hall,145.0,-165.0,145.0,60.6061,2016-12-03, USA,False,Featherweight,MALE,3,0,1,0,23.0,0.56,1.0,1.0,0.33,1,0,3,1,0,0,1,0,0,0,1,177.8,180.34,155,0,1,0,26.5882,0.368,0.5882,2.2941,0.444,8,7,48,2,0,3,6,1,0,0,10,175.26,177.8,155,37,31,0,0,-7,-9,7,-45,-1,-1,0,2.54,2.54,6,-3.5882,0.4118,-1.2941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,240.0,422.0,1440.0,170.0,335.0,644.0,0,True,False,False,False,True,False,False,False
Rob Font,Matt Schnell,-270.0,230.0,37.037,230.0,2016-12-03, USA,False,Bantamweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,135,1,0,0,34.6667,0.447,0.0,0.3333,0.067,2,1,6,0,0,0,0,2,0,0,2,172.72,180.34,135,29,26,1,0,-2,-2,1,-6,0,-2,0,0.0,-2.54,3,-34.6667,0.0,-0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,1.0,3:47,227.0,210.0,650.0,500.0,400.0,175.0,1200.0,1,True,False,False,True,False,False,False,False
Dong Hyun Ma,Brendan O'Reilly,-150.0,130.0,66.6667,130.0,2016-12-03, USA,False,Lightweight,MALE,3,1,0,0,21.6667,0.42,0.3333,2.3333,0.533,1,2,7,0,0,0,1,0,0,0,1,170.18,175.26,170,2,0,0,51.0,0.435,0.0,1.0,0.33,0,2,6,0,0,0,0,0,0,0,0,180.34,177.8,155,28,29,1,0,1,1,0,1,0,0,0,-10.16,-2.54,-1,-29.3333,0.3333,1.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,324.0,314.0,547.0,505.0,275.0,601.0,1,True,False,False,True,False,False,False,False
Kailin Curran,Jamie Moyle,-120.0,100.0,83.3333,100.0,2016-12-03, USA,False,Women's Strawweight,FEMALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,154.94,165.1,115,1,0,0,33.75,0.425,0.5,2.0,0.625,1,3,9,0,0,0,0,0,1,0,1,162.56,165.1,115,25,27,1,0,-1,-1,3,-9,0,0,-1,-7.62,0.0,-2,-33.75,-0.5,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,155.0,270.0,1670.0,400.0,520.0,636.0,0,True,False,False,True,False,False,False,False
Elvis Mutapcic,Anthony Smith,-105.0,-115.0,95.2381,86.9565,2016-12-03, USA,False,Middleweight,MALE,3,1,0,0,31.6667,0.447,0.3333,0.6667,0.133,1,2,7,0,0,0,1,0,0,0,1,193.04,193.04,205,2,0,0,51.0,0.415,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,182.88,182.88,185,30,28,1,0,1,1,0,1,0,0,0,10.16,10.16,2,-19.3333,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Elbow,2.0,3:27,507.0,350.0,317.0,690.0,504.0,365.0,330.0,0,True,False,False,True,False,False,False,False
Josh Stansbury,Devin Clark,-105.0,-115.0,95.2381,86.9565,2016-12-03, USA,False,Light Heavyweight,MALE,3,1,0,0,14.0,0.7,1.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,182.88,190.5,205,0,1,0,61.0,0.57,0.0,0.0,0.0,1,0,3,0,1,0,0,0,0,0,1,187.96,187.96,205,32,26,-1,-1,-1,-1,-1,-2,0,0,0,-5.08,2.54,6,-47.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,460.0,365.0,430.0,946.0,300.0,245.0,0,True,False,False,True,False,False,False,False
Robert Whittaker,Derek Brunson,100.0,-120.0,100.0,83.3333,2016-11-26, Australia,False,Middleweight,MALE,5,0,5,0,19.625,0.48,0.375,1.375,0.154,5,1,14,0,0,0,2,4,1,0,7,185.42,195.58,185,0,5,0,53.7778,0.434,0.0,0.4444,0.333,5,2,22,1,0,0,4,3,0,0,7,182.88,185.42,185,25,32,0,0,0,0,1,-8,-1,1,1,2.54,10.16,-7,-34.1528,0.375,0.9306,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Kick,1.0,4:07,247.0,635.0,310.0,1150.0,825.0,180.0,185.0,1,True,False,False,False,True,False,False,False
Jake Matthews,Andrew Holbrook,-550.0,425.0,18.1818,425.0,2016-11-26, Australia,False,Lightweight,MALE,3,1,0,0,11.0,0.585,1.0,0.0,0.0,1,1,4,0,0,1,0,0,0,0,1,180.34,177.8,155,1,0,0,32.1667,0.428,0.6667,1.1667,0.282,2,2,12,0,0,0,0,0,3,1,4,180.34,185.42,170,22,30,0,0,-1,-3,1,-8,0,-1,-3,0.0,-7.62,-8,-21.1667,0.3333,-1.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,unknown,3.0,5:00,900.0,170.0,825.0,300.0,725.0,235.0,1050.0,0,True,False,False,False,True,False,False,False
Kyle Noke,Omari Akhmedov,-110.0,-110.0,90.9091,90.9091,2016-11-26, Australia,False,Welterweight,MALE,3,2,0,0,28.3333,0.402,0.3333,1.6667,0.362,2,3,12,0,0,0,1,2,0,0,3,182.88,185.42,185,2,0,0,31.0,0.55,0.3636,1.0,0.348,3,5,22,0,0,1,0,3,2,0,6,185.42,193.04,170,36,29,0,0,-1,-3,2,-10,0,-1,-2,-2.54,-7.62,7,-2.6667,-0.0303,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,330.0,300.0,542.0,500.0,525.0,280.0,0,False,True,False,True,False,False,False,False
Yusuke Kasuya,Alexander Volkanovski,135.0,-155.0,135.0,64.5161,2016-11-26, Australia,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,180.34,145,1,0,0,44.0,0.44,0.0,1.0,0.25,0,1,3,0,0,0,0,0,0,0,0,170.18,170.18,155,27,28,1,0,0,0,1,-3,0,0,0,-2.54,10.16,-1,-44.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punches,2.0,2:06,426.0,350.0,250.0,375.0,514.0,675.0,360.0,0,False,True,False,True,False,False,False,False
Khalil Rountree Jr.,Tyson Pedro,-105.0,-115.0,95.2381,86.9565,2016-11-26, Australia,False,Light Heavyweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,200.66,205,1,0,0,14.0,0.51,0.0,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,185.42,193.04,205,26,25,1,0,0,0,1,-3,-1,0,0,5.08,7.62,1,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Rear Naked Choke,1.0,4:07,247.0,0.0,475.0,0.0,285.0,0.0,485.0,0,False,True,False,True,False,False,False,False
Seohee Ham,Danielle Taylor,-110.0,-110.0,90.9091,90.9091,2016-11-26, Australia,False,Women's Strawweight,FEMALE,3,1,0,0,17.0,0.16,0.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,152.4,152.4,115,1,0,0,73.6667,0.43,0.3333,0.0,0.0,1,2,9,0,0,0,1,0,0,0,1,157.48,157.48,115,29,27,0,0,-1,-1,1,-6,0,0,0,-5.08,-5.08,2,-56.6667,-0.3333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,unknown,unknown,0.0,unknown,0.0,115.0,220.0,1600.0,1235.0,1350.0,390.0,0,False,True,False,True,False,False,False,False
Daniel Kelly,Chris Camozzi,165.0,-190.0,165.0,52.6316,2016-11-26, Australia,False,Middleweight,MALE,3,1,0,0,43.1765,0.488,0.3529,0.2353,0.103,4,8,43,0,0,2,4,1,1,1,9,187.96,193.04,185,0,2,0,37.6,0.406,0.2,1.2,0.176,2,1,11,0,0,0,2,1,1,0,4,182.88,177.8,185,39,30,-1,-2,2,5,-7,32,0,1,0,5.08,15.24,9,5.5765,0.1529,-0.9647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,345.0,210.0,745.0,592.0,1000.0,245.0,1,False,True,False,True,False,False,False,False
Damien Brown,Jon Tuck,130.0,-150.0,130.0,66.6667,2016-11-26, Australia,False,Lightweight,MALE,3,1,0,0,40.8333,0.403,0.8333,0.5,0.1,1,3,16,0,0,0,1,1,1,0,3,180.34,185.42,155,0,1,0,18.5,0.56,0.5,0.5,0.165,1,1,4,0,0,0,0,1,0,0,1,177.8,172.72,155,31,32,-1,-1,0,2,-2,12,0,0,1,2.54,12.7,-1,22.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,unknown,3.0,5:00,900.0,195.0,275.0,885.0,365.0,810.0,475.0,1,True,False,False,True,False,False,False,False
Richard Walsh,Jonathan Meunier,-135.0,115.0,74.0741,115.0,2016-11-26, Australia,False,Welterweight,MALE,3,1,0,0,16.0,0.69,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,190.5,190.5,170,1,0,0,55.8,0.506,0.0,1.2,0.176,1,3,13,0,0,0,2,0,0,0,2,182.88,185.42,170,27,29,0,0,-1,-2,2,-10,0,0,0,7.62,5.08,-2,-39.8,0.0,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,245.0,310.0,550.0,590.0,380.0,445.0,0,True,False,False,False,False,True,False,False
Ben Nguyen,Geane Herrera,-140.0,120.0,71.4286,120.0,2016-11-26, Australia,False,Flyweight,MALE,3,1,0,0,20.0,0.46,0.6667,0.6667,0.5,1,2,8,0,0,0,0,1,0,0,1,165.1,167.64,125,1,0,0,14.0,0.52,1.0,0.0,0.0,2,1,4,0,0,0,0,1,1,0,2,165.1,165.1,125,28,26,0,0,-1,-1,-1,4,0,0,-1,0.0,2.54,2,6.0,-0.3333,0.6667,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,263.0,320.0,515.0,505.0,425.0,465.0,1,False,False,True,True,False,False,False,False
Dan Hooker,Jason Knight,-145.0,125.0,68.9655,125.0,2016-11-26, Australia,False,Featherweight,MALE,3,0,1,0,52.0,0.495,0.5,0.5,0.25,1,1,6,0,0,1,0,0,0,0,1,177.8,180.34,145,0,1,0,31.2,0.44,0.2,0.2,0.066,1,2,10,0,0,0,0,2,1,0,3,182.88,190.5,155,26,24,0,0,0,-2,1,-4,0,-2,-1,-5.08,-10.16,2,20.8,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,175.0,237.0,639.0,705.0,415.0,1225.0,0,False,False,True,True,False,False,False,False
Marlon Vera,Ning Guangyou,-110.0,-110.0,90.9091,90.9091,2016-11-26, Australia,False,Featherweight,MALE,3,1,0,0,33.3333,0.403,0.3333,1.3333,0.553,2,1,8,1,0,0,1,1,0,0,2,162.56,162.56,145,1,0,0,24.3333,0.433,1.3333,0.6667,0.387,1,2,8,0,0,0,0,0,1,0,1,172.72,177.8,135,23,34,0,0,1,1,1,0,1,1,-1,-10.16,-15.24,-11,9.0,-1.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,unknown,unknown,0.0,unknown,0.0,176.0,195.0,405.0,1400.0,1120.0,632.0,1,False,False,True,False,True,False,False,False
Yao Zhikui,Jenel Lausa,115.0,-135.0,115.0,74.0741,2016-11-26, Australia,False,Flyweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,172.72,125,1,0,0,12.3333,0.213,0.0,0.3333,0.053,1,2,7,0,0,1,0,0,0,0,1,165.1,162.56,125,25,28,1,0,-1,-1,2,-7,0,0,0,0.0,10.16,-3,-12.3333,0.0,-0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,190.0,195.0,1020.0,500.0,925.0,370.0,0,True,False,False,True,False,False,False,False
Ryan Bader,Rogerio Nogueira,-340.0,280.0,29.4118,280.0,2016-11-19, Brazil,False,Light Heavyweight,MALE,5,0,1,0,28.8889,0.327,0.2222,0.1111,0.111,2,4,19,0,0,1,1,3,0,0,5,187.96,190.5,205,0,1,0,25.8421,0.372,0.2632,2.1579,0.257,5,5,44,1,0,1,8,4,1,0,14,187.96,187.96,205,33,40,0,0,-3,-9,1,-25,-1,-1,-1,0.0,2.54,-7,3.0468,-0.0409,-2.0468,9.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punches,3.0,3:51,831.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,False,False,True,False,False,False
Thomas Almeida,Albert Morales,-300.0,250.0,33.3333,250.0,2016-11-19, Brazil,False,Bantamweight,MALE,3,1,0,0,79.0,0.34,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,175.26,182.88,135,1,0,0,41.8,0.454,0.0,0.0,0.0,4,1,8,0,0,0,1,3,0,0,4,170.18,177.8,135,25,25,0,0,-4,-4,0,-5,0,-3,0,5.08,5.08,0,37.2,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punches,2.0,1:37,397.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,False,True,False,False,False,False
Claudia Gadelha,Cortney Casey,-460.0,365.0,21.7391,365.0,2016-11-19, Brazil,False,Women's Strawweight,FEMALE,3,0,2,0,43.75,0.55,0.25,0.5,0.25,2,2,8,0,0,0,0,1,1,0,2,170.18,170.18,115,1,0,0,67.75,0.415,0.75,5.0,0.64,1,2,14,1,0,0,2,0,0,0,2,162.56,160.02,115,27,29,1,2,1,0,0,-6,-1,1,1,7.62,10.16,-2,-24.0,-0.5,-4.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False
Thales Leites,Krzysztof Jotko,-135.0,115.0,74.0741,115.0,2016-11-19, Brazil,False,Middleweight,MALE,3,0,4,0,34.5,0.47,0.0,1.0,0.318,4,1,15,0,0,1,3,1,0,0,5,185.42,195.58,185,0,1,0,25.5625,0.408,1.0,1.875,0.305,5,5,42,1,0,1,3,2,5,0,11,185.42,198.12,185,35,27,0,3,-1,-6,4,-27,-1,-1,-5,0.0,-2.54,8,8.9375,-1.0,-0.875,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,False,False,True,False,False,False
Warlley Alves,Kamaru Usman,175.0,-210.0,175.0,47.619,2016-11-19, Brazil,False,Welterweight,MALE,3,0,3,0,34.6667,0.593,0.3333,5.6667,0.587,3,0,8,1,0,0,2,0,1,0,3,182.88,193.04,170,1,0,0,32.8,0.488,1.0,1.0,0.464,4,1,12,1,0,0,1,0,3,0,4,180.34,182.88,170,25,29,1,3,-1,-1,1,-4,0,0,-2,2.54,10.16,-4,1.8667,-0.6667,4.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,False,False,False,True,False,False
Sergio Moraes,Zak Ottow,-150.0,130.0,66.6667,130.0,2016-11-19, Brazil,False,Welterweight,MALE,3,0,1,0,65.0,0.43,1.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,180.34,182.88,170,1,0,0,27.8333,0.492,0.5,1.1667,0.337,4,2,16,1,0,0,1,1,2,0,4,182.88,182.88,170,34,29,1,1,-3,-3,2,-13,-1,-1,-2,-2.54,0.0,5,37.1667,0.5,-1.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,unknown,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False
Cezar Ferreira,Jack Hermansson,110.0,-130.0,110.0,76.9231,2016-11-19, Brazil,False,Middleweight,MALE,3,0,1,0,88.0,0.56,0.0,1.0,0.16,1,0,3,0,0,0,1,0,0,0,1,185.42,195.58,185,0,2,0,17.6667,0.414,0.1111,1.6667,0.353,3,3,19,1,0,1,4,0,1,0,6,185.42,198.12,185,31,28,0,-1,-2,-5,3,-16,-1,0,-1,0.0,-2.54,3,70.3333,-0.1111,-0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Arm Triangle,2.0,2:11,431.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,False,True,False,False,False,False
Marcos Rogerio de Lima,Gadzhimurad Antigulov,-165.0,145.0,60.6061,145.0,2016-11-19, Brazil,False,Light Heavyweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,177.8,205,0,1,0,14.75,0.688,0.75,0.0,0.0,2,1,4,0,0,0,0,2,1,0,3,185.42,190.5,253,31,29,0,-1,-2,-3,1,-4,0,-2,-1,-5.08,-12.7,2,-14.75,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Guillotine Choke,1.0,1:07,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,False,True,False,False,False,False
Johnny Eduardo,Manvel Gamburyan,-140.0,120.0,71.4286,120.0,2016-11-19, Brazil,False,Bantamweight,MALE,3,1,0,0,19.3571,0.435,0.5714,2.1429,0.334,2,8,32,1,0,0,3,0,3,0,6,165.1,170.18,135,1,0,0,23.5,0.34,0.25,0.0,0.0,2,2,9,0,0,0,1,1,0,0,2,170.18,180.34,135,38,35,0,0,0,4,-6,23,1,-1,3,-5.08,-10.16,3,-4.1429,0.3214,2.1429,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punch,2.0,0:46,346.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False
